,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
3578,2,218,17,107774,abesomething,0.23,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,0.0,396.1078333,6269.628,5409.028361,1.0,1556097306,109670,0.23,cot,-1.4696759700589417,-1.4696759700589417,1.4929040961781488,44.93,-11.674837205424623,1354,1.0986122886681096,0,9.810549556876857,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,-0.6136531570837006,-0.6715800227571344,-0.5898889852751608,-0.6303330578138832,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.5308222200827108,-0.15974052239359443,0.8406662527862387,1.2326831631601318,,0.01968825381386203,-0.38742499158939697,0.6944056476634518,0.7305799443378882,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,fast,3,7
3579,2,218,17,107774,the mall,0.12,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,0.0,396.1078333,6269.628,5409.028361,1.0,1556097306,109670,0.12,cot,-2.120263536200091,-2.120263536200091,1.4929040961781488,44.93,-11.674837205424623,1354,1.0986122886681096,0,9.810549556876857,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,-0.6531134989348995,-1.0835288063003388,-0.6353766009459602,-1.0581549696822472,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.5308222200827108,-0.15974052239359443,0.8406662527862387,1.2326831631601318,,0.01968825381386203,-0.38742499158939697,0.6944056476634518,0.7305799443378882,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,fast,3,7
3584,2,218,17,109670,kensington gore,12.95,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,519.061,489.9984378,2614.176,2132.718292,0.0,1556097306,109670,12.95,cot,2.5610957881455465,2.5610957881455465,1.4929040961781488,44.93,-11.674837205424623,3073,1.6094379124341005,0,9.810549556876857,0.4170118753385591,0.41701187618538876,1.0000261595063549,0.41701128949485616,1.0,0.67115472210512,3.949397282436752,1.8806844362478992,4.670133481384559,2.0202747460338766,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.11965437631998531,-0.06923992563865895,-0.2969472828621978,-0.1877055766108015,,0.01968825381386203,-0.38742499158939697,1.6088528972979839,0.7305799443378882,0.02443192849081748,-0.06811582695148005,-0.0005016436991818377,0.06303042211390643,0.03704575615701439,1.6088530965481194,slow,14,7
3585,2,218,17,12195919,kensington road,0.06,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,399.005,396.5226067,2215.171,1737.543809,0.0,1556097306,109670,0.06,cot,-2.8134107167600364,-2.8134107167600364,1.4929040961781488,44.93,-11.674837205424623,21094,1.6094379124341005,0,9.810549556876857,0.4170118839605109,0.41701187664992095,0.996740548115766,0.41701187617630214,0.9967172768556778,0.671154735981616,-0.6746373217628261,-1.5224261242151438,-0.6601880276754871,-1.5139637914711725,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.21475527322955432,-0.1593407247736092,-0.4211216637024891,-0.35902678067172283,,0.01968825381386203,-0.38742499158939697,1.6088528972979839,0.7305799443378882,0.07003086524419125,-0.06810551412827927,0.0016764894728680327,-0.15224593887361051,-0.17789221288680457,1.6088531561167227,fast,15,7
3586,2,218,17,223238,kensington high street,0.11,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,520.637,508.4226103,1694.534,1240.53188,0.0,1556097306,109670,0.11,cot,-2.2072749131897207,-2.2072749131897207,1.4929040961781488,44.93,-11.674837205424623,8262,1.0986122886681096,0,9.810549556876857,0.4170120180749021,0.41701201442125324,1.0035522202893397,0.4170118783257857,1.003528137536964,0.4581345275793753,-0.6567008027395539,-1.138623973762424,-0.6395118387342147,-1.1153730531430155,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.11840596713152766,-0.051480975050947356,-0.583149149868193,-0.5744978846319477,,0.01968825381386203,-0.38742499158939697,0.6944056476634518,0.7305799443378882,0.7793219597062133,-0.06504692869309373,0.0016844697173836263,0.2940612543529259,0.26805235749466133,0.6944064361015662,fast,8,7
3588,2,218,17,223238,notting hill gate,0.14,0.0,4.45,8947.896369,10212.552,1.141335525,23,10,1990.392228,3202.847543,0.0,508.4226103,1694.534,1240.53188,0.0,1556097306,109670,0.14,cot,-1.9661128563728327,-1.9661128563728327,1.4929040961781488,44.93,-11.674837205424623,8262,1.0986122886681096,0,9.810549556876857,0.4170120180749021,0.41701201442125324,1.0035522202893397,0.4170118783257857,1.003528137536964,0.4581345275793753,-0.6459388913255906,-0.9859213690511924,-0.6271061253694511,-0.9567865421380946,-0.9242663887262386,-0.6096471112590154,-0.7436817741070225,1.2088597565868004,0.727526027657485,-0.3940286013131103,-0.5308222200827108,-0.051480975050947356,-0.583149149868193,-0.5744978846319477,,0.01968825381386203,-0.38742499158939697,0.6944056476634518,0.7305799443378882,0.7793219597062133,-0.06504692869309373,0.0016844697173836263,0.2940612543529259,0.26805235749466133,0.6944064361015662,fast,8,7
3591,2,220,17,25161375,lower thames street,,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,877.413,792.4880074,12479.374,8157.619507,,1556097306,109670,6.0,ipt,1.791759469228055,,1.791759469228055,17.0,-8.087511681649106,2571,1.3862943611198906,0,7.977968093128547,0.4170118914560294,0.4170118772188971,0.9997357344710799,0.4170118762968355,0.9997123911469421,0.5781012336454334,0.6418343127735195,0.8667447558261222,,,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,0.1642097921458794,0.22232797624809048,2.773201846890261,2.42428830180444,,1.2762650484463816,1.1717092165198124,1.2093956318839882,0.29548027147686123,0.10967243138131738,-0.06809288260241644,0.001676936969058485,0.04400149954784962,0.018214420087079,1.2093958903695834,slow,22,9
3594,2,220,17,107774,trafalgar square,0.1,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,92.285,43.28627613,9417.789,5409.028361,0.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.791759469228055,17.0,-8.087511681649106,1354,1.0986122886681096,0,7.977968093128547,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,-0.941393501414402,-1.514561838111811,-0.8427190091189979,-1.4040069541828275,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,-0.45771978229284976,-0.499823128549257,1.8204057120926442,1.2326831631601318,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,fast,3,9
3595,2,220,17,25504191,the mall,4.6,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,95.682,43.80747368,9322.107,5408.210191,1.0,1556097306,109670,4.6,cot,1.5260563034950492,1.5260563034950492,1.791759469228055,17.0,-8.087511681649106,44580,1.0986122886681096,0,7.977968093128547,0.4170119084193605,0.41701187850656385,0.9978410133657377,0.4170118765696182,0.9978177094612095,0.4581344071104497,0.266153136525538,0.7122094716128177,0.3364920425104127,0.8060789549510232,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,-0.45502889015250014,-0.49932074932235354,1.7906285085298796,1.2323284594139226,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,0.1993864401063126,-0.06806429582239032,0.0016779497111858298,-0.08014241650157618,-0.10584082783117515,0.6944059189561993,slow,12,9
3596,2,220,17,25524229,buckingham palace,0.9,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,1750.683,1309.179615,7571.424,4500.715444,0.0,1556097306,109670,0.9,cot,-0.10536051565782628,-0.10536051565782628,1.791759469228055,17.0,-8.087511681649106,21147,0.0,0,7.977968093128547,0.4170118860973494,0.4170118768121258,0.9999663894111792,0.417011876210664,0.999943042227607,0.0,-0.7267185435584127,-0.23663681376223628,-0.6330814888293249,-0.13565753863651564,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,0.8559599774279086,0.7203639519997106,1.2457982994532426,0.8388994820297702,,1.2762650484463816,1.1717092165198124,-1.2722595685032863,0.29548027147686123,0.08133196793239349,-0.06810191310754383,0.0016766170458101565,0.05911422903576299,0.033316417013508653,-1.2722596338122318,fast,23,9
3597,2,220,17,108275,constitution hill,0.5,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,578.786,395.4023949,6992.638,4520.693252,1.0,1556097306,109670,0.5,cot,-0.6931471805599453,-0.6931471805599453,1.791759469228055,17.0,-8.087511681649106,1990,1.0986122886681096,0,7.977968093128547,0.4170118831689933,0.417011876589838,0.9998916231973027,0.417011876163574,0.9998682785933508,0.45813437937008605,-0.8340560224864073,-0.5784986770443414,-0.7379002489741614,-0.4749577997861247,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,-0.07234394562161124,-0.1604204902829677,1.0656742579273748,0.847560522325375,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,0.06584476410713441,-0.06810684799649357,0.0016764422179054157,0.05421547609917264,0.028421229999900075,0.6944057998732035,fast,24,9
3598,2,220,17,108275,hyde park corner,0.1,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,0.0,395.4023949,6992.638,4520.693252,1.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.791759469228055,17.0,-8.087511681649106,1990,1.0986122886681096,0,7.977968093128547,0.4170118831689933,0.417011876589838,0.9998916231973027,0.417011876163574,0.9998682785933508,0.45813437937008605,-0.941393501414402,-1.514561838111811,-0.8427190091189979,-1.4040069541828275,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,-0.5308222200827108,-0.1604204902829677,1.0656742579273748,0.847560522325375,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,0.06584476410713441,-0.06810684799649357,0.0016764422179054157,0.05421547609917264,0.028421229999900075,0.6944057998732035,fast,24,9
3599,2,220,17,108275,park lane,3.2,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,0.0,395.4023949,6992.638,4520.693252,1.0,1556097306,109670,3.2,cot,1.1631508098056809,1.1631508098056809,1.791759469228055,17.0,-8.087511681649106,1990,1.0986122886681096,0,7.977968093128547,0.4170118831689933,0.417011876589838,0.9998916231973027,0.417011876163574,0.9998682785933508,0.45813437937008605,-0.1095280397224432,0.5011404636273791,-0.030373617996514963,0.5965915063000141,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,-0.5308222200827108,-0.1604204902829677,1.0656742579273748,0.847560522325375,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,0.06584476410713441,-0.06810684799649357,0.0016764422179054157,0.05421547609917264,0.028421229999900075,0.6944057998732035,slow,24,9
3600,2,220,17,27503594,marble arch,0.1,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,2564.004,1850.784589,4428.634,3402.446701,0.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.791759469228055,17.0,-8.087511681649106,230,0.0,0,7.977968093128547,0.41701194577506456,0.41701188134217515,0.9999344315513433,0.417011877170325,0.9999110681173374,0.0,-0.941393501414402,-1.514561838111811,-0.8427190091189979,-1.4040069541828275,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,1.500222293142138,1.2424137738478733,0.26773034952514885,0.3627636698061994,,1.2762650484463816,1.1717092165198124,-1.2722595685032863,0.29548027147686123,0.39694963968136854,-0.06800134397833031,0.001680179915422054,0.05702031988079512,0.031222895866222983,-1.2722596338122318,fast,25,9
3601,2,220,17,102089,bayswater road,0.2,0.0,6.0,8947.896369,13356.787,1.492729291,34,42,3534.944424,8014.032244,2561.941,2223.655387,1866.693,1326.681266,1.0,1556097306,109670,0.2,cot,-1.6094379124341003,-1.6094379124341003,1.791759469228055,17.0,-8.087511681649106,283,1.0986122886681096,0,7.977968093128547,0.4170119241141102,0.4170118796981513,1.0063306149588265,0.4170118768220035,1.0063071082857606,0.45813442435289464,-0.9145591316824033,-1.1114213777639732,-0.8165143190827888,-1.0038872620862593,-0.8169280043804902,-0.919777240833896,-1.5430056282996065,1.2088597565868004,1.4338116605438895,-0.1761920949475578,1.4985881128402418,1.6018217243152602,-0.5295715324671988,-0.5371492774380235,,1.2762650484463816,1.1717092165198124,0.6944056476634518,0.29548027147686123,0.2823912996725651,-0.06803784204621123,0.0016788867254271193,0.4761042967977686,0.4500068819910776,0.6944059929740463,fast,26,9
3604,2,221,17,20625790,Tower Hill,,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,161.908,125.7277256,11696.31,8832.754316,,1556097306,109670,8.2,ipt,2.1041341542702074,,2.1041341542702074,23.200000000000003,-11.437566705201574,30170,1.0986122886681096,0,5.493061443340547,0.4170118727134216,0.41700155432078473,1.0,0.41701187618538876,1.0000261595063549,0.4581343678834665,3.155527494328276,2.034143498175964,,,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.40256877155173787,-0.42035830441579586,2.5295044311728594,2.7169815635333863,,0.8849189233134015,0.5705163366149717,0.6944056476634518,-0.29449735942284794,0.01054835767391012,-0.2972658556098055,0.0016765232081588468,0.06131642655452976,0.03875856315288613,0.6944057505637898,slow,16,9
3605,2,221,17,1556097306,Byward street,0.7,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,254.539,242.5459991,11441.771,8592.01443,0.0,1556097306,109670,0.7,cot,-0.35667494393873245,-0.35667494393873245,2.1041341542702074,23.200000000000003,-11.437566705201574,40175,0.0,0,5.493061443340547,0.4170118752394929,0.4170118758781963,1.0000255984907256,0.4170118760360731,1.000002253543709,0.0,-0.2895234754390298,0.1773804960642042,-0.23537417180141051,0.28109406125039227,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.3291922540796392,-0.3077578635097916,2.4502893267889374,2.612612863353397,,0.8849189233134015,0.5705163366149717,-1.2722595685032863,-0.29449735942284794,0.023907996848804593,-0.06812264676153443,0.0016759688538014574,0.06299366384009605,0.03719330807859394,-1.2722596338122318,slow,1,9
3607,2,221,17,2059790748,Upper thames street,0.1,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,304.533,304.496416,11118.839,8281.993446,0.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1041341542702074,23.200000000000003,-11.437566705201574,40174,0.0,0,5.493061443340547,0.4170118806939713,0.41701187640196175,1.000076361242438,0.41701187612377383,1.000053013030388,0.0,-0.5651275530204142,-1.2908739787869399,-0.6901649444346449,-1.3015643869884475,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.2895901164097435,-0.24804422412570348,2.34978963091165,2.478208516544822,,0.8849189233134015,0.5705163366149717,-1.2722595685032863,-0.29449735942284794,0.052755109650775116,-0.06811101893404492,0.0016762944544875726,0.06631968726868749,0.04051681130954969,-1.2722596338122318,fast,2,9
3611,2,221,17,107774,Trafalgar square,0.2,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,92.285,43.28627613,7927.438,5409.028361,0.0,1556097306,109670,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.1041341542702074,23.200000000000003,-11.437566705201574,1354,1.0986122886681096,0,5.493061443340547,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,-0.5191935400901835,-0.7678711823414477,-0.6143664823291058,-0.737810072988543,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.45771978229284976,-0.499823128549257,1.3565934474350358,1.2326831631601318,,0.8849189233134015,0.5705163366149717,0.6944056476634518,-0.29449735942284794,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,fast,3,9
3612,2,221,17,107774,Admiralty arch,7.4,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,0.0,43.28627613,7927.438,5409.028361,0.0,1556097306,109670,7.4,cot,2.0014800002101243,2.0014800002101243,2.1041341542702074,23.200000000000003,-11.437566705201574,1354,1.0986122886681096,0,5.493061443340547,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,2.7880553908864307,1.9566874958348757,4.8431227892697075,2.199041735466099,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.5308222200827108,-0.499823128549257,1.3565934474350358,1.2326831631601318,,0.8849189233134015,0.5705163366149717,0.6944056476634518,-0.29449735942284794,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,slow,3,9
3613,2,221,17,107774,The Mall,0.1,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,0.0,43.28627613,7927.438,5409.028361,0.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.1041341542702074,23.200000000000003,-11.437566705201574,1354,1.0986122886681096,0,5.493061443340547,0.4170118666647541,0.41701187533702033,0.9999450816473723,0.41701187589817384,0.9999217404959013,0.458134361238326,-0.5651275530204142,-1.2908739787869399,-0.6901649444346449,-1.3015643869884475,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.5308222200827108,-0.499823128549257,1.3565934474350358,1.2326831631601318,,0.8849189233134015,0.5705163366149717,0.6944056476634518,-0.29449735942284794,-0.02144124434138706,-0.06813466111156141,0.0016754568844395401,0.05771812422973607,0.03192167528579031,0.6944057220377313,fast,3,9
3616,2,221,17,13349302,Park Lane,0.6,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,3051.762,2204.173795,4875.676,3505.62709,1.0,1556097306,109670,0.6,cot,-0.5108256237659907,-0.5108256237659907,2.1041341542702074,23.200000000000003,-11.437566705201574,239,0.0,0,5.493061443340547,0.4170118760304465,0.4170118760479619,1.0000253952930003,0.41701187604878187,1.0000020495991417,0.0,-0.33545748836926054,0.061068637796957766,-0.31117263390694955,0.15571937432108537,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,1.8865938470404653,1.583043533343701,0.40685432932391213,0.4074957798978175,,0.8849189233134015,0.5705163366149717,-1.2722595685032863,-0.29449735942284794,0.02809111489961301,-0.06811887788920228,0.0016760160368377716,0.06298035013324943,0.03717995470423015,-1.2722596338122318,slow,27,9
3617,2,221,17,27503594,Marble arch,0.6,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,447.042,109.0907523,4428.634,3402.446701,0.0,1556097306,109670,0.6,cot,-0.5108256237659907,-0.5108256237659907,2.1041341542702074,23.200000000000003,-11.437566705201574,230,0.0,0,5.493061443340547,0.41701194577506456,0.41701188134217515,0.9999344315513433,0.417011877170325,0.9999110681173374,0.0,-0.33545748836926054,0.061068637796957766,-0.31117263390694955,0.15571937432108537,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,-0.17670334925370168,-0.43639458429559924,0.26773034952514885,0.3627636698061994,,0.8849189233134015,0.5705163366149717,-1.2722595685032863,-0.29449735942284794,0.39694963968136854,-0.06800134397833031,0.001680179915422054,0.05702031988079512,0.031222895866222983,-1.2722596338122318,slow,25,9
3618,2,221,17,102089,Bayswater road,0.2,0.0,8.2,8947.896369,11858.218,1.325252049,41,24,3053.911733,6158.868031,2561.941,2223.655387,1866.693,1326.681266,1.0,1556097306,109670,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.1041341542702074,23.200000000000003,-11.437566705201574,283,1.0986122886681096,0,5.493061443340547,0.4170119241141102,0.4170118796981513,1.0063306149588265,0.4170118768220035,1.0063071082857606,0.45813442435289464,-0.5191935400901835,-0.7678711823414477,-0.6143664823291058,-0.737810072988543,-0.35592148906629284,-0.1609784710344879,0.37300897622780377,1.2088597565868004,1.0971899530096416,-0.2800148169847444,1.4985881128402418,1.6018217243152602,-0.5295715324671988,-0.5371492774380235,,0.8849189233134015,0.5705163366149717,0.6944056476634518,-0.29449735942284794,0.2823912996725651,-0.06803784204621123,0.0016788867254271193,0.4761042967977686,0.4500068819910776,0.6944059929740463,fast,26,9
3622,2,222,17,25161375,Upper Thames street,,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,877.413,792.4880074,9940.762,8157.619507,,1556097306,109670,12.7,ipt,2.5416019934645457,,2.5416019934645457,41.2,-0.5663669534715399,2571,1.3862943611198906,0,1.3862943611198906,0.4170118914560294,0.4170118772188971,0.9997357344710799,0.4170118762968355,0.9997123911469421,0.5781012336454334,3.2115180340767386,1.5913096679549634,,,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,0.1642097921458794,0.22232797624809048,1.9831601850220302,2.42428830180444,,0.16041469112019818,-0.3932826199469103,1.2093956318839882,-1.2695443351441145,0.10967243138131738,-0.06809288260241644,0.001676936969058485,0.04400149954784962,0.018214420087079,1.2093958903695834,slow,22,10
3626,2,222,17,2663242358,Bridge street,0.1,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,2008.777,1689.905198,6553.894,5487.271948,0.0,1556097306,109670,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.5416019934645457,41.2,-0.5663669534715399,44648,0.0,0,1.3862943611198906,0.41701185701776994,0.41701187460474337,1.0002334380526408,0.4170118757430434,1.0002100929185163,0.0,-0.8619749671799639,-1.798182845512199,-0.8620243353875062,-1.763361265258659,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,1.0604059933452996,1.0873430831370623,0.9291326994321362,1.2666043450975937,,0.16041469112019818,-0.3932826199469103,-1.2722595685032863,-1.2695443351441145,-0.07246127201195311,-0.06815091798888956,0.0016748809418867033,0.07661150820431267,0.050801696951009286,-1.2722596338122318,fast,28,10
3628,2,222,17,2620430621,Birdcage walk,3.4,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,387.732,237.2251654,6158.661,5252.290213,1.0,1556097306,109670,3.4,cot,1.2237754316221157,1.2237754316221157,2.5416019934645457,41.2,-0.5663669534715399,41163,0.0,0,1.3862943611198906,0.4170119432692157,0.4170118811519032,0.9987220593038781,0.4170118771301108,0.9986987249103974,0.0,0.2048922474348868,0.6692223939313304,0.4109214824376742,0.7830462576971965,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,-0.22368504276095272,-0.3128865835521018,0.8061322030407354,1.164731993758238,,0.16041469112019818,-0.3932826199469103,-1.2722595685032863,-1.2695443351441145,0.38369695094490236,-0.06800556810138085,0.001680030614759821,-0.022415454643281985,-0.048155892788089065,-1.2722596338122318,slow,29,10
3629,2,222,17,2620430621,road,4.9,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,0.0,237.2251654,6158.661,5252.290213,1.0,1556097306,109670,4.9,cot,1.589235205116581,1.589235205116581,2.5416019934645457,41.2,-0.5663669534715399,41163,0.0,0,1.3862943611198906,0.4170119432692157,0.4170118811519032,0.9987220593038781,0.4170118771301108,0.9986987249103974,0.0,0.6898318904416373,0.9249357146855213,0.9895332178127564,1.04694710109305,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,-0.5308222200827108,-0.3128865835521018,0.8061322030407354,1.164731993758238,,0.16041469112019818,-0.3932826199469103,-1.2722595685032863,-1.2695443351441145,0.38369695094490236,-0.06800556810138085,0.001680030614759821,-0.022415454643281985,-0.048155892788089065,-1.2722596338122318,slow,29,10
3630,2,222,17,2620430621,QVM,0.8,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,0.0,237.2251654,6158.661,5252.290213,1.0,1556097306,109670,0.8,cot,-0.2231435513142097,-0.2231435513142097,2.5416019934645457,41.2,-0.5663669534715399,41163,0.0,0,1.3862943611198906,0.4170119432692157,0.4170118811519032,0.9987220593038781,0.4170118771301108,0.9986987249103974,0.0,-0.6356698004434804,-0.34319124177768306,-0.5920055255458013,-0.26178320813223405,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,-0.5308222200827108,-0.3128865835521018,0.8061322030407354,1.164731993758238,,0.16041469112019818,-0.3932826199469103,-1.2722595685032863,-1.2695443351441145,0.38369695094490236,-0.06800556810138085,0.001680030614759821,-0.022415454643281985,-0.048155892788089065,-1.2722596338122318,fast,29,10
3631,2,222,17,2620430621,Constitution hill,0.4,0.0,12.7,8947.896369,10818.175,1.209018808,27,16,2163.369581,3184.772042,0.0,237.2251654,6158.661,5252.290213,1.0,1556097306,109670,0.4,cot,-0.916290731874155,-0.916290731874155,2.5416019934645457,41.2,-0.5663669534715399,41163,0.0,0,1.3862943611198906,0.4170119432692157,0.4170118811519032,0.9987220593038781,0.4170118771301108,0.9986987249103974,0.0,-0.7649870385786139,-0.8281884430225217,-0.7463019883124898,-0.7623092271743759,0.3719230338277676,0.4792795931854463,-0.6377467350632617,1.2088597565868004,0.8635663757375626,-0.3520702874935333,-0.5308222200827108,-0.3128865835521018,0.8061322030407354,1.164731993758238,,0.16041469112019818,-0.3932826199469103,-1.2722595685032863,-1.2695443351441145,0.38369695094490236,-0.06800556810138085,0.001680030614759821,-0.022415454643281985,-0.048155892788089065,-1.2722596338122318,fast,29,10
