,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
572,1,18,5,108857,king william st,5.4,0.0,14.0,1518.067031,3004.515,1.979171498,12,32,1417.313694,3478.797631,245.955,232.9393523,1636.567,1352.445123,1.0,275404292,-1,5.4,cot,1.6863989535702288,1.6863989535702288,2.6390573296152584,40.70000000000001,6.679613222167984,1245,1.3862943611198906,0,6.356107660695891,0.41701187913727117,0.41701187612203117,0.9999670721105353,0.41701187606741064,0.9999667779772987,0.5781012165680084,1.275176070400658,1.4156315100117745,1.275176070400658,1.4156315100117745,-0.18587425959348153,0.022439889662976952,1.4322574961441477,-0.957608194536405,-0.8916064399900094,0.12536382656992526,-0.3359919650401221,-0.3170176533774124,-0.6011890649924877,-0.5259797935963926,,-0.44654214564518185,-0.2979993617976076,1.2093956318839882,-0.08958907334469628,0.04452218588568632,-0.06811723351857941,0.0016760851986149304,0.05915896014225942,0.03487052730797414,1.2093958170601287,slow,9,5
575,1,18,5,10677376,threadneedle st,1.2,2.0,14.0,1518.067031,3004.515,1.979171498,12,32,1417.313694,3478.797631,1002.697,863.4713256,633.87,495.6185254,1.0,275404292,-1,1.2,cot,0.1823215567939546,0.1823215567939546,2.6390573296152584,40.70000000000001,6.679613222167984,19832,1.0986122886681096,0,6.356107660695891,0.41701187629865116,0.4170118760552605,1.0000036858729822,0.4170118760507469,1.0000033919633171,0.45813437182224376,-0.2166733712937053,0.4800113845818107,-0.2166733712937053,0.4800113845818107,-0.18587425959348153,0.022439889662976952,1.4322574961441477,-0.957608194536405,-0.8916064399900094,0.12536382656992526,0.26345198552578913,0.2907483756155849,-0.913238485790266,-0.8974424529712249,,-0.44654214564518185,-0.2979993617976076,0.6944056476634518,-0.08958907334469628,0.02950956962171084,-0.06811871585686842,0.001676023332308231,0.0615579284329731,0.03726784668198362,0.694405767472054,slow,25,5
576,1,18,5,18469132,bartholomew lane,0.3,0.0,14.0,1518.067031,3004.515,1.979171498,12,32,1417.313694,3478.797631,87.722,87.55104713,546.148,412.8163364,1.0,275404292,-1,0.3,cot,-1.2039728043259361,-1.2039728043259361,2.6390573296152584,40.70000000000001,6.679613222167984,19833,0.0,0,6.356107660695891,0.41701189485249035,0.41701187649168736,1.0000455787873683,0.41701187615966456,1.0000452833336217,0.0,-0.536355394513926,-0.3823411159037573,-0.536355394513926,-0.3823411159037573,-0.18587425959348153,0.022439889662976952,1.4322574961441477,-0.957608194536405,-0.8916064399900094,0.12536382656992526,-0.4613343071195836,-0.4571565783437936,-0.940538457058977,-0.9333399395970503,,-0.44654214564518185,-0.2979993617976076,-1.2722595685032863,-0.08958907334469628,0.12763530233006853,-0.06810902698508738,0.0016764277036309281,0.06430279174396827,0.04001070547874645,-1.2722596338122318,fast,26,5
577,1,18,5,10677374,lothbury,0.2,0.0,14.0,1518.067031,3004.515,1.979171498,12,32,1417.313694,3478.797631,134.887,133.5366359,411.261,409.6158422,0.0,275404292,-1,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.6390573296152584,40.70000000000001,6.679613222167984,19824,1.3862943611198906,0,6.356107660695891,0.4170118779209931,0.4170118760933982,1.0000318039122773,0.4170118760602707,1.0000315098605248,0.5781012148818889,-0.5718756193161728,-0.6345630534973471,-0.5718756193161728,-0.6345630534973471,-0.18587425959348153,0.022439889662976952,1.4322574961441477,-0.957608194536405,-0.8916064399900094,0.12536382656992526,-0.42397312731399434,-0.41283134209705014,-0.982516652090128,-0.9347274596509048,,-0.44654214564518185,-0.2979993617976076,1.2093956318839882,-0.08958907334469628,0.03808965316826844,-0.0681178691836996,0.0016760586905779393,0.06340024892008271,0.03910888031592166,1.2093958098220061,fast,8,5
580,1,19,5,25468979,southwark st,0.1,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,53.183,53.1448034,3340.613,1634.848836,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.9740810260220096,12.200000000000001,-12.588293995008197,2102,1.0986122886681096,0,9.875088078014429,0.4170118762200255,0.41701187605341106,1.0000388174647137,0.41701187605028534,1.0000385235512144,0.45813437173586463,-0.5453541353954519,-0.7413713302496606,-0.5104877902880344,-0.6955384051324842,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.4886939549369322,-0.49032055259066043,-0.07087276075225263,-0.4035484468779992,,-0.4750463499142664,-0.07258350591009725,0.6944056476634518,0.7459029681648651,0.029093741901628892,-0.06811875691582238,0.0016760216186486117,0.06385978349876799,0.03956810528435167,0.6944057671012482,slow,2,9
581,1,19,5,21392089,blackfriars rd,0.1,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,280.894,279.9575292,3059.719,1674.227444,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.9740810260220096,12.200000000000001,-12.588293995008197,32980,1.3862943611198906,0,9.875088078014429,0.4170118756933007,0.4170118760410214,1.0000044051163328,0.4170118760471933,1.0000041112564308,0.5781012117936516,-0.5453541353954519,-0.7413713302496606,-0.5104877902880344,-0.6955384051324842,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.3083154620987995,-0.27169711155707377,-0.1582898069841363,-0.3864765183324431,,-0.4750463499142664,-0.07258350591009725,1.2093956318839882,0.7459029681648651,0.02630805135252947,-0.06811903197150126,0.0016760101390870402,0.06160505393650558,0.03731494276478348,1.209395796564914,slow,12,9
583,1,19,5,237908,farringdon street,1.3,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,649.941,631.0204687,2251.191,1213.982577,0.0,275404292,-1,1.3,cot,0.26236426446749106,0.26236426446749106,1.9740810260220096,12.200000000000001,-12.588293995008197,1285,1.0986122886681096,0,9.875088078014429,0.41701187391556577,0.4170118759992053,1.000003648545211,0.4170118760367574,1.0000033548322909,0.45813436920415684,0.2453392639953828,1.0399786981463006,0.27042837615825016,1.117241142548209,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.015979379755678775,0.06669037345791314,-0.4099118763618109,-0.5860078852838325,,-0.4750463499142664,-0.07258350591009725,0.6944056476634518,0.7459029681648651,0.01690614031534565,-0.06811996030783259,0.0016759713943044195,0.061555482682161426,0.03726541550913699,0.6944057562332094,slow,27,9
585,1,19,5,14672924,charthouse st,3.6,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,89.239,88.56263404,1759.857,1185.564692,0.0,275404292,-1,3.6,cot,1.2809338454620642,1.2809338454620642,1.9740810260220096,12.200000000000001,-12.588293995008197,19760,1.0986122886681096,0,9.875088078014429,0.4170118759297006,0.4170118760465817,1.0000028360775601,0.417011876048581,1.0000025421986047,0.45813437141691016,1.7608349461611492,1.7473723730934108,1.7671843618469623,1.8371158250425375,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.460132634061912,-0.4561815157215854,-0.5628199733425095,-0.5983279780137692,,-0.4750463499142664,-0.07258350591009725,0.6944056476634518,0.7459029681648651,0.0275583000547948,-0.06811890853091167,0.0016760152909888043,0.061502249034440855,0.03721220790484256,0.69440576573205,slow,28,9
586,1,19,5,109944,lindsey st,2.7,1.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,391.302,391.0050327,1368.555,860.6140677,1.0,275404292,-1,2.7,cot,0.9932517730102834,0.9932517730102834,1.9740810260220096,12.200000000000001,-12.588293995008197,3295,1.0986122886681096,0,9.875088078014429,0.4170118639802734,0.4170118757655055,0.9996936185352299,0.4170118759784337,0.9996933257333193,0.4581343582891226,1.1678148966180233,1.547577992576612,1.1814972370122487,1.6337963420835824,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.22085711077948442,-0.1646590816241023,-0.6845971028811562,-0.7392048175120931,,-0.4750463499142664,-0.07258350591009725,0.6944056476634518,0.7459029681648651,-0.035638663663198164,-0.06812514854791706,0.0016757548598609075,0.04124202365993871,0.016966102424298964,0.6944057093774799,slow,29,9
587,1,19,5,108406,long lane,0.1,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,93.046,93.04384635,1275.509,803.2042349,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.9740810260220096,12.200000000000001,-12.588293995008197,2127,1.0986122886681096,0,9.875088078014429,0.4170118720800392,0.4170118759560296,0.9999768686824051,0.41701187602598216,0.9999765751288782,0.4581343671876248,-0.5453541353954519,-0.7413713302496606,-0.5104877902880344,-0.6955384051324842,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.45711696541948904,-0.4518621017567881,-0.7135539566540806,-0.7640938781760434,,-0.4750463499142664,-0.07258350591009725,0.6944056476634518,0.7459029681648651,0.007198586682492384,-0.06812091882743071,0.0016759313898840845,0.05980084078229241,0.035512000795174366,0.6944057475767016,slow,30,9
589,1,19,5,25472855,moor lane,3.0,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,548.524,533.607215,546.011,285.4015963,0.0,275404292,-1,3.0,cot,1.0986122886681098,1.0986122886681098,1.9740810260220096,12.200000000000001,-12.588293995008197,3466,0.6931471805599453,0,9.875088078014429,0.41701187471252976,0.4170118760179515,1.0000051695685848,0.41701187604143586,1.0000048757894258,0.28905060521700715,1.3654882464657316,1.6207505708237817,1.3767262786238197,1.7082599518082682,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.09631562002586734,-0.027205683965914936,-0.9405810928409224,-0.9885784421524932,,-0.4750463499142664,-0.07258350591009725,-0.031431968309649005,0.7459029681648651,0.021121045658788848,-0.06811954413441322,0.0016759887637852052,0.0616551415699423,0.03736500095183398,-0.03143192154196391,slow,31,9
590,1,19,5,25472800,ropemaker street,0.1,0.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,260.835,89.3265503,285.176,216.498552,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.9740810260220096,12.200000000000001,-12.588293995008197,3470,0.6931471805599453,0,9.875088078014429,0.41701187512578825,0.41701187602767226,1.000003678601033,0.4170118760438618,1.0000033847881953,0.2890506055034561,-0.5453541353954519,-0.7413713302496606,-0.5104877902880344,-0.6955384051324842,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.3242049544282878,-0.4554451813698261,-1.0217555759338095,-1.0184501900025158,,-0.4750463499142664,-0.07258350591009725,-0.031431968309649005,0.7459029681648651,0.023306646764417082,-0.0681193283287385,0.0016759977704421736,0.0615574519679902,0.037267376887229094,-0.0314319203123044,slow,32,9
591,1,19,5,110146,moorgate,0.1,2.0,7.2,1518.067031,3571.349,2.352563442,16,33,1382.277052,4174.387088,174.209,174.0445802,110.967,109.0304669,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.9740810260220096,12.200000000000001,-12.588293995008197,3471,1.6094379124341005,0,9.875088078014429,0.4170118806080625,0.4170118761566274,1.0000367524301452,0.41701187607604473,1.0000364581549879,0.6711547305860585,-0.5453541353954519,-0.7413713302496606,-0.5104877902880344,-0.6955384051324842,-0.4667080547906595,-0.06370964626236472,-0.47740166896552144,-0.957608194536405,-0.7642792171737974,0.35683747367498525,-0.3928246843517262,-0.37378597486367915,-1.0759711740135485,-1.0650411581178674,,-0.4750463499142664,-0.07258350591009725,1.6088528972979839,0.7459029681648651,0.05230076339098587,-0.06811646546707778,0.001676117253839212,0.06372448048378462,0.03943287241496984,1.6088531329548361,slow,33,9
593,1,20,5,275404292,sumner st,0.3,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,430.883,145.2491713,2745.247,1518.067031,1.0,275404292,-1,0.3,cot,-1.2039728043259361,-1.2039728043259361,1.62924053973028,5.199999999999999,-16.19713885829877,43298,0.0,0,7.167037876912218,0.4170118750290394,0.41701099518652807,1.0,0.41701187604329387,1.000003930734912,0.0,-0.4679099509234547,-0.3177481352122339,-0.35800047820107844,-0.15843267684869636,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.18950350412444306,-0.40154169869920286,-0.2561566655237739,-0.4541772205101461,,-0.5402554831835695,-0.2861166217389457,-1.2722595685032863,0.10294559906608226,0.02279497099471271,-0.08767439722160479,0.001675995661909213,0.06131642655452976,0.03730312302643722,-1.2722596338122318,fast,1,9
594,1,20,5,25468979,southwark st,0.2,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,230.736,188.3136475,2514.511,1634.848836,0.0,275404292,-1,0.2,cot,-1.6094379124341003,-1.6094379124341003,1.62924053973028,5.199999999999999,-16.19713885829877,2102,1.0986122886681096,0,7.167037876912218,0.4170118762200255,0.41701187605341106,1.0000388174647137,0.41701187605028534,1.0000385235512144,0.45813437173586463,-0.5083552223892676,-0.5970216176390181,-0.40777594575844767,-0.47240164843947713,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.3480475103695245,-0.36003210553177667,-0.32796403620225023,-0.4035484468779992,,-0.5402554831835695,-0.2861166217389457,0.6944056476634518,0.10294559906608226,0.029093741901628892,-0.06811875691582238,0.0016760216186486117,0.06385978349876799,0.03956810528435167,0.6944057671012482,fast,2,9
595,1,20,5,21392089,blackfriars rd,0.5,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,280.894,279.9575292,2233.617,1674.227444,1.0,275404292,-1,0.5,cot,-0.6931471805599453,-0.6931471805599453,1.62924053973028,5.199999999999999,-16.19713885829877,32980,1.3862943611198906,0,7.167037876912218,0.4170118756933007,0.4170118760410214,1.0000044051163328,0.4170118760471933,1.0000041112564308,0.5781012117936516,-0.3870194079918292,0.0340948421714224,-0.2584495430863401,0.23712144741208332,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.3083154620987995,-0.27169711155707377,-0.4153810824341339,-0.3864765183324431,,-0.5402554831835695,-0.2861166217389457,1.2093956318839882,0.10294559906608226,0.02630805135252947,-0.06811903197150126,0.0016760101390870402,0.06160505393650558,0.03731494276478348,1.209395796564914,slow,12,9
598,1,20,5,104322,queen st,1.4,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,972.994,848.0418889,718.567,578.3297601,0.0,275404292,-1,1.4,cot,0.3364722366212129,0.3364722366212129,1.62924053973028,5.199999999999999,-16.19713885829877,350,1.3862943611198906,0,7.167037876912218,0.4170118757899077,0.41701187604329387,1.000003930734912,0.4170111177414273,1.0,0.5781012119275772,-0.023011964799514277,0.7432690583007935,0.18952966492998238,1.0343997904255846,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,0.2399231161572867,0.27587603310188324,-0.8868799250353127,-0.8615843980416777,,-0.5402554831835695,-0.2861166217389457,1.2093956318839882,0.10294559906608226,0.026818977020337895,-0.06811898152186899,-0.0011393012276317489,0.06157397201784503,0.03704575615701439,1.209395797139826,slow,5,9
599,1,20,5,10677375,king st,0.1,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,142.712,142.5739525,575.855,451.5888126,0.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.62924053973028,5.199999999999999,-16.19713885829877,19829,1.0986122886681096,0,7.167037876912218,0.4170118756379347,0.41701187603972434,1.0000047201613045,0.4170118760468683,1.0000044263058552,0.4581343710963725,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.4177746489512522,-0.40412032623216354,-0.9312933389987458,-0.9165307892273707,,-0.5402554831835695,-0.2861166217389457,0.6944056476634518,0.10294559906608226,0.026015236820399534,-0.06811906076711667,0.001676008932415113,0.06162569598055313,0.037335570786226686,0.6944057643560557,fast,6,9
600,1,20,5,18393873,gresham st,0.1,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,109.525,109.5050984,466.33,413.5426507,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.62924053973028,5.199999999999999,-16.19713885829877,29321,1.0986122886681096,0,7.167037876912218,0.41701187535756695,0.41701187603312423,1.0000031822803903,0.41701187604522244,1.000002888448564,0.45813437078835706,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.44406332644956853,-0.4359951985475494,-0.9653786237985176,-0.9330250583338219,,-0.5402554831835695,-0.2861166217389457,0.6944056476634518,0.10294559906608226,0.0245324553560625,-0.0681192072925076,0.001676002821976862,0.061524932570801404,0.037234878797201366,0.6944057630338163,fast,7,9
601,1,20,5,21307200,coleman st,0.1,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,14.523,14.52291208,451.807,410.0915271,0.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.62924053973028,5.199999999999999,-16.19713885829877,19827,0.0,0,7.167037876912218,0.4170118764293786,0.41701187605814066,1.000003444224683,0.41701187605151435,1.0000031503052316,0.0,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.5193180026690234,-0.5275479645439434,-0.9698983278948159,-0.934521234519153,,-0.5402554831835695,-0.2861166217389457,-1.2722595685032863,0.10294559906608226,0.030200948080619655,-0.0681186519164546,0.001676026181537845,0.06154209540821901,0.03725202399580939,-1.2722596338122318,fast,34,9
602,1,20,5,21990632,king's arms yard,0.1,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,59.673,59.67288023,392.134,350.5884161,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.62924053973028,5.199999999999999,-16.19713885829877,31963,0.0,0,7.167037876912218,0.41701179891988804,0.41701187423507863,1.0001740538869934,0.41701187559650604,1.000173766316626,0.0,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.48355298055045337,-0.48402817805624077,-0.9884691674278612,-0.9603178004930006,,-0.5402554831835695,-0.2861166217389457,-1.2722595685032863,0.10294559906608226,-0.3797236758811636,-0.06815912471216697,0.0016743369024618405,0.0727206015933076,0.048423194199085466,-1.2722596338122318,fast,35,9
603,1,20,5,21990628,moorgate,0.1,0.0,5.1,1518.067031,3353.683,2.209179787,17,20,1302.123646,3515.465454,45.002,45.00164352,347.132,345.9246447,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.62924053973028,5.199999999999999,-16.19713885829877,19826,1.0986122886681096,0,7.167037876912218,0.41701183857553925,0.41701187516770344,1.0125985180055215,0.41701187582929883,1.0125982235486695,0.45813433037916945,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.25558379446049073,0.437615745755083,-0.9975369163486569,-0.957608194536405,-0.8131732624877934,0.2679508812044641,-0.49517443436001135,-0.4981696960969294,-1.0024742437717034,-0.9623396995934871,,-0.5402554831835695,-0.2861166217389457,0.6944056476634518,0.10294559906608226,-0.1699967405841397,-0.0681384200226268,0.0016752011767469793,0.8867832233378956,0.8619208565121865,0.6944055895664756,fast,36,9
605,1,21,5,275404292,sumner street,0.1,2.0,8.7,1518.067031,3334.616,2.196619736,17,20,1449.484805,3412.270857,430.883,145.2491713,2726.18,1518.067031,1.0,275404292,-1,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.163323025660538,12.599999999999998,-7.11269748436714,43298,0.0,0,3.8712010109078907,0.4170118750290394,0.41701099518652807,1.0,0.41701187604329387,1.000003930734912,0.0,-0.6458507763116119,-1.3517072756369748,-0.6068391458014755,-1.330926198314955,-0.9618820254738283,-1.1387865329328855,-1.3869514958217213,-0.957608194536405,-0.817456259198359,0.26016463712632315,-0.18950350412444306,-0.40154169869920286,-0.2620905082562756,-0.4541772205101461,,-0.4203692059123331,-0.31955832815302343,-1.2722595685032863,-0.6795667042444055,0.02279497099471271,-0.08767439722160479,0.001675995661909213,0.06131642655452976,0.03730312302643722,-1.2722596338122318,fast,1,4
606,1,21,5,25468979,southwark st,0.4,0.0,8.7,1518.067031,3334.616,2.196619736,17,20,1449.484805,3412.270857,230.736,188.3136475,2495.444,1634.848836,0.0,275404292,-1,0.4,cot,-0.916290731874155,-0.916290731874155,2.163323025660538,12.599999999999998,-7.11269748436714,2102,1.0986122886681096,0,3.8712010109078907,0.4170118762200255,0.41701187605341106,1.0000388174647137,0.41701187605028534,1.0000385235512144,0.45813437173586463,-0.5578653082343779,-0.44541045529353246,-0.4971093276565512,-0.3569366853044084,-0.9618820254738283,-1.1387865329328855,-1.3869514958217213,-0.957608194536405,-0.817456259198359,0.26016463712632315,-0.3480475103695245,-0.36003210553177667,-0.3338978789347519,-0.4035484468779992,,-0.4203692059123331,-0.31955832815302343,0.6944056476634518,-0.6795667042444055,0.029093741901628892,-0.06811875691582238,0.0016760216186486117,0.06385978349876799,0.03956810528435167,0.6944057671012482,fast,2,4
607,1,21,5,21392089,blackfriars rd,0.6,0.0,8.7,1518.067031,3334.616,2.196619736,17,20,1449.484805,3412.270857,280.894,279.9575292,2214.55,1674.227444,1.0,275404292,-1,0.6,cot,-0.5108256237659907,-0.5108256237659907,2.163323025660538,12.599999999999998,-7.11269748436714,32980,1.3862943611198906,0,3.8712010109078907,0.4170118756933007,0.4170118760410214,1.0000044051163328,0.4170118760471933,1.0000041112564308,0.5781012117936516,-0.49920832951622174,-0.18033562808166625,-0.4239561155599349,-0.07206301470099317,-0.9618820254738283,-1.1387865329328855,-1.3869514958217213,-0.957608194536405,-0.817456259198359,0.26016463712632315,-0.3083154620987995,-0.27169711155707377,-0.4213149251666356,-0.3864765183324431,,-0.4203692059123331,-0.31955832815302343,1.2093956318839882,-0.6795667042444055,0.02630805135252947,-0.06811903197150126,0.0016760101390870402,0.06160505393650558,0.03731494276478348,1.209395796564914,slow,12,4
611,1,21,5,104322,queen st,1.3,0.0,8.7,1518.067031,3334.616,2.196619736,17,20,1449.484805,3412.270857,972.994,848.0418889,699.5,578.3297601,0.0,275404292,-1,1.3,cot,0.26236426446749106,0.26236426446749106,2.163323025660538,12.599999999999998,-7.11269748436714,350,1.3862943611198906,0,3.8712010109078907,0.4170118757899077,0.41701187604329387,1.000003930734912,0.4170111177414273,1.0,0.5781012119275772,-0.29390890400267555,0.32514109957495324,-0.16791987322177807,0.4711685411836085,-0.9618820254738283,-1.1387865329328855,-1.3869514958217213,-0.957608194536405,-0.817456259198359,0.26016463712632315,0.2399231161572867,0.27587603310188324,-0.8928137677678144,-0.8615843980416777,,-0.4203692059123331,-0.31955832815302343,1.2093956318839882,-0.6795667042444055,0.026818977020337895,-0.06811898152186899,-0.0011393012276317489,0.06157397201784503,0.03704575615701439,1.209395797139826,slow,5,4
616,1,1,6,108248,Grafton street,0.4,0.0,57.3,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,195.872,195.8716287,400.877,157.6177312,,108248,26651416,0.4,cot,-0.916290731874155,-0.916290731874155,4.048300623720694,2.8000000000000003,-3.3467091963780855,1966,1.0986122886681096,0,2.8903717578961645,0.4170118701798552,0.41701187599044326,1.0000451740718361,0.41701191419140354,1.00002591706158,0.4581343651000593,-0.5795692141009987,-0.6553348460852889,-0.5795692141009987,-0.6553348460852889,2.1480899051364646,1.6844243893231334,-0.4093164716786473,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.375664602975102,-0.35274701228410693,-0.9857482576355361,-1.043976972599841,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,-0.0028509209365972297,-0.06812015482920217,0.001817625610657654,0.06427627440011673,0.038742688957824234,0.6944057386152633,fast,1,5
617,1,1,6,2910874877,New bond street,0.4,0.0,57.3,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,160.534,126.8408359,240.343,171.8245408,1.0,108248,26651416,0.4,cot,-0.916290731874155,-0.916290731874155,4.048300623720694,2.8000000000000003,-3.3467091963780855,1968,0.0,0,2.8903717578961645,0.417011899114639,0.41701187628106773,0.9997863725158572,0.4170118750139303,0.9997669313040602,0.0,-0.5795692141009987,-0.6553348460852889,-0.5795692141009987,-0.6553348460852889,2.1480899051364646,1.6844243893231334,-0.4093164716786473,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.40365716890258874,-0.419285384000164,-1.035708057772916,-1.0378178509175429,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.1501765377803114,-0.06811370283550336,0.0016721740121769003,0.04731935206029626,0.02178546463970301,-1.2722596338122318,fast,2,5
618,1,1,6,25257323,Burlington Gardens,1.1,1.0,57.3,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,44.623,44.62299415,195.72,151.0635662,0.0,108248,26651416,1.1,cot,0.09531017980432493,0.09531017980432493,4.048300623720694,2.8000000000000003,-3.3467091963780855,39864,1.0986122886681096,0,2.8903717578961645,0.41701189597273025,0.41701187624950997,0.9987670601785387,0.417011874960605,0.9987476386767725,0.4581343934364288,-0.07359609067949188,0.38386641874450955,-0.07359609067949188,0.38386641874450955,2.1480899051364646,1.6844243893231334,-0.4093164716786473,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49547465458997664,-0.4985346739786714,-1.0495951854937124,-1.0468184198281376,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,0.13355991771397457,-0.06811440343186484,0.0016719760349255858,-0.019466954840194377,-0.04495323903364537,0.6944058602567751,slow,3,5
